Key,english
challengeCookingTools,Cooking Pot and Grill
challengeCookingToolsShort,Find or craft some cooking tools.
challengeCookingToolsDesc,"Without a pot and grill, you'll be very limited on your survival capabilities. You can find them while looting or use a forge to craft your own."
challengePlaceAnimalHide,Place Animal Hide
challengeAnimalHideShort,Cure Animal Hides into Leather.
challengeAnimalHideDesc,"In order to obtain leather, animal hide's need 50 real minutes to cure by placing them on the floor. They'll change colour to let you know they're ready to collect."
challengeHarvestHoneyDescDM,"Honey won't cure infection, but is used in various cooking recipes and a main ingredient in crafting health potions."
challengeDrinkWaterSourceDescDM,"Water has been infected because of the demon invasion, a water purifier will remove most of the harmful effects.\n\nThe best way to get drinking water will be from gathering jars and filling them from sinks, toilets, coolers and water barrels."
challengeBasicfood,Craft Edible Seed
challengeCraftBasicfoodShort,Eat any unwanted seed.
challengeCraftBasicfoodDesc,"Instead of throwing out any seeds you don't want, you can eat them for some a small amount of food."
challengeCraftRebarFrames,Craft Rebar Frames
challengeCraftRebarFramesShort,Bypass the upgrades straight to concrete.
challengeCraftRebarFramesDesc,"Rebar frames are back baby! Save your wood, cobblestones and bricks by upgrading straight to concrete, without having to wait for it to dry!"
challengeCraftBricks,Craft Bricks
challengeCraftBricksShort,Use your forge to craft bricks.
challengeCraftBricksDesc,"Bricks are used to upgrade cobblestone blocks, to help bridge to upgrade path between cobblestone and concrete."
challengeCraftFertiliser,Craft Fertiliser
challengeCraftFertiliserShort,Fertiliser is back! Did you miss me?
challengeCraftFertiliserDesc,"Fertiliser is used to make farm plots as well as gunpowder, so you're gonna need a lot!"
challengeCraftGunpowder,Craft Gunpowder
challengeCraftGunpowderShort,Your pew pews need Gunpowder.
challengeCraftGunpowderDesc,"Gunpowder can be crafted on your person or at a workbench for an increased price, or at a chemistry station. Crafting gunpowder in stacks of 10,000 will save your even more resources."
challengeCraftMeltSnow,Melt Snow
challengeCraftMeltSnowShort,Dig up some snow to melt.
challengeCraftMeltSnowDesc,"Melting snow is also back! Venturing into the snow biome has its risks, but gathering an abundance of snow will help with your glue production and ease off all your water demands."
challengeCraftDismantleAmmo,Dismantle Ammo
challengeCraftDismantleAmmoShort,Dismantle Some Handgun Ammo.
challengeCraftDismantleAmmoDesc,"There is plenty of ammo in Doom: Survival, you can dismantle any unwanted ammo for a 30% gunpowder loss, allowing you to make the ammo you do want."
challengeCraftAcid,Craft Acid
challengeCraftAcidShort,Craft Acid from a Car Battery.
challengeCraftAcidDesc,"If you are lacking in Acid but have an abundance in car batteries, you can use a Chemistry Station to extract the acid from batteries."
challengeGroupExploration,Exploration
challengegatherCash,"Gather $30,000 in cash"
challengegatherCashShort,Notes are used to purchase items from vending machines.
challengegatherCashDesc,"You'll find plenty of notes in cash registers and ATM's.\n\nYou can also craft money in the chemistry station."
challengeWeaponCollector,Expand your arsenal
challengeWeaponCollectorShort,Gather various weapons throughout the world.
challengeWeaponCollectorDesc,"You're not going to be able to do much with just a Handgun and Pump Shotgun. You're going to have to explore the other biomes if you wish to collect 'em all."
challengeQuestTreasure,Dig up Treasure
challengeQuestTreasureShort,Find treasure maps to find treasure locations.
challengeQuestTreasureDesc,"Before people evacuated the Earth, some left behind their prized possessions. Make sure to bring lockpicks or timed charges!"
challengeBurntExploreMinutes,Explore the Burnt Forest Biome
challengeBurntExploreMinutesShort,Spend an hour in the Burnt Forest.
challengeBurntExploreMinutesDesc,"The demons are all over the place, even in the Burnt Forest. Rip and Tear while you're exploring, oh, and bring something to drink!.\n\nYou might find some gear that can only be found in the Burnt Forest."
challengeDesertExploreMinutes,Explore the Desert Biome
challengeDesertExploreMinutesShort,Spend an hour in the Desert.
challengeDesertExploreMinutesDesc,"The demons are here in the desert too! Make sure you're got plenty to drink! You know what to do, Rip and Tear!\n\nYou might find some gear that can only be found in the Desert."
challengeSnowExploreMinutes,Explore the Snow Biome
challengeSnowExploreMinutesShort,Spend an hour in the Snow.
challengeSnowExploreMinutesDesc,"The demons don't seem to be bothered about the cold, unfortunately for you, being cold makes your body burn your food reserves.\n\nYou might find some gear that can only be found in the Snow."
challengeWastelandExploreMinutes,Explore the Wasteland Biome
challengeWastelandExploreMinutesShort,Spend an hour in the Wasteland.
challengeWastelandExploreMinutesDesc,"The Wasteland is a deadly place, if you go in without any protective gear, you will perish within seconds!\n\nYou might find UAC's most advanced weaponry in the Wasteland."
challengeGroupUpgrader,Upgrader
challengeupgradeHandgun,Almost perfect Handgun.
challengeupgradeHandgunShort,Upgrade your handhun to quality 5.
challengeupgradeHandgunDesc,Quality 5 handgun will gain a second mod slot.
challengeupgradeCrossbow,Almost perfect Crossbow.
challengeupgradeCrossbowShort,Upgrade your crossbow to quality 5.
challengeupgradeCrossbowDesc,Quality 5 crossbow is one upgrade away from perfection.
challengeTurretFlamethrower,Almost perfect Junk Turret & Flamethrower.
challengeTurretFlamethrowerShort,Upgrade your junk turret & flamethrower to quality 5.
challengeTurretFlamethrowerDesc,Quality 5 junk turret & flamethrower is one upgrade away from perfection.
challengeupgradeShotguns,Almost perfect Shotguns.
challengeupgradeShotgunsShort,Upgrade your shotguns to quality 5.
challengeupgradeShotgunsDesc,Quality 5 shotguns will gain a second mod slot.
challengeupgradeChaingun,Almost perfect Chaingun.
challengeupgradeChaingunShort,Upgrade your chaingun to quality 5.
challengeupgradeChaingunDesc,Quality 5 chaingun will gain a second mod slot.
challengeupgradeRocketLauncher,Almost perfect Rocket Launcher.
challengeupgradeRocketLauncherShort,Upgrade your rocket launcher to quality 5.
challengeupgradeRocketLauncherDesc,Quality 5 rocket launcher is one upgrade away from perfection.
challengeupgradePlasmaRifle,Almost perfect Plasma Rifle.
challengeupgradePlasmaRifleShort,Upgrade your plasma rifle to quality 5.
challengeupgradePlasmaRifleDesc,Quality 5 plasma rifle is one upgrade away from perfection.
challengeGroupToolMan,Tool Man!
challengeupgradeWrench,Almost perfect Wrench.
challengeupgradeWrenchShort,Upgrade your wrench to quality 5.
challengeupgradeWrenchDesc,Quality 5 wrench.
challengeupgradeClawHammer,Almost perfect Claw Hammer.
challengeupgradeClawHammerShort,Upgrade your claw hammer to quality 5.
challengeupgradeClawHammerDesc,Quality 5 claw hammer.
challengeupgradeFireaxe,Almost perfect Fireaxe.
challengeupgradeFireaxeShort,Upgrade your fireaxe to quality 5.
challengeupgradeFireaxeDesc,Quality 5 fireaxe.
challengeupgradeShovel,Almost perfect Shovel.
challengeupgradeShovelShort,Upgrade your shovel to quality 5.
challengeupgradeShovelDesc,Quality 5 shovel.
challengeupgradePickaxe,Almost perfect Pickaxe.
challengeupgradePickaxeShort,Upgrade your pickaxe to quality 5.
challengeupgradePickaxeDesc,Quality 5 pickaxe.
challengeupgradeImpactDriver,Almost perfect Impact Driver.
challengeupgradeImpactDriverShort,Upgrade your impact driver to quality 5.
challengeupgradeImpactDriverDesc,Quality 5 impact driver.
challengeupgradeChainsaw,Almost perfect Chainsaw.
challengeupgradeChainsawShort,Upgrade your chainsaw to quality 5.
challengeupgradeChainsawDesc,Quality 5 chainsaw.
challengeGroupSlayer,Doomguy
challengeKillFormerHumans,Kill Former Humans.
challengeKillFormerHumansShort,Massacre Hundreds of Former Humans.
challengeKillFormerHumansDesc,"Former Humans know how to use guns, they can shred you and your armour fast if you're not careful."
challengeKillImps,Kill Imps and Spectre Imps.
challengeKillImpsShort,Massacre Hundreds of Imps.
challengeKillImpsDesc,"Imps are the lessor demons of the Hell Spawn, they do minimal damage and their fireballs are easy to dodge."
challengeKillNightmareImps,Kill Nightmare Imps.
challengeKillNightmareImpsShort,Massacre Hundreds of Nightmare Imps.
challengeKillNightmareImpsDesc,"Nightmare Imps are faster and more resilient than regular Imps, their fireballs are also faster than regular Imps."
challengeKillPinkies,Kill Pinkies and Spectres.
challengeKillPinkiesShort,Massacre Hundreds of Pinkies and Spectres.
challengeKillPinkiesDesc,"Pinkies and Spectres don't have any ranged attack, but move very fast to catch their target."
challengeKillYoungDemons,Kill Lost Souls and Baby Cacodemons.
challengeKillYoungDemonsShort,Massacre Hundreds of Lost Souls and Baby Cacodemons.
challengeKillYoungDemonsDesc,"Lost Souls are fast in the air and constantly burn, making it easy to hear them coming towards you. Baby Cacodemons typically spit their fireballs from a distance, sometimes they fly in to bite their target."
challengeKillCacodemons,Kill Cacodemons.
challengeKillCacodemonsShort,Massacre Hundreds of Cacodemons.
challengeKillCacodemonsDesc,"Fully grown Cacodemons are slower than their children, but are more resilient and deal more damage."
challengeKillPainElementals,Kill Pain Elementals.
challengeKillPainElementalsShort,Massacre Dozens of Pain Elementals.
challengeKillPainElementalsDesc,"Pain Elementals spit Lost Souls and can quickly overwhelm their target by surrounding them with their children."
challengeKillHellKnights,Kill Hell Knights.
challengeKillHellKnightsShort,Massacre Hundreds of Hell Knights.
challengeKillHellKnightsDesc,"Hell Knights are an intermediate demon, more threatening than a Nightmare Imp, but using the same strategy works just as well to deal with them."
challengeKillBarons,Kill Barons of Hell.
challengeKillBaronsShort,Massacre Hundreds of Barons of Hell.
challengeKillBaronsDesc,"Barons of Hell are one of the biggest baddest demons, they are the bigger brother of the Hell Knight and are much harder to kill."
challengeKillRevenants,Kill Revenants.
challengeKillRevenantsShort,Massacre Hundreds of Revenants.
challengeKillRevenantsDesc,Revenants are the glass cannon of the demons, easy to kill, but move fast and fire a high velocity rocket that does devastating damage."
challengeKillMancubi,Kill Mancubi.
challengeKillMancubiShort,Massacre Hundreds of Mancubi.
challengeKillMancubiDesc,"Mancubi can fire multiple volleys of fireballs in somewhat random directions, making them dangerous in numbers."
challengeKillArchviles,Kill Archviles.
challengeKillArchvilesShort,Massacre Dozens of Archviles.
challengeKillArchvilesDesc,Archviles have an aura around them that is capable of igniting their target on fire if they manage to get in range. Keep your distance at all costs!
challengeKillDemonicAnimals,Kill Demonic Bears and Wolves.
challengeKillDemonicAnimalsShort,Massacre Dozens of Demonic Bears and Wolves.
challengeKillDemonicAnimalsDesc,The demon invasion has had a devastating effect on some of Earth's animals, making them far more dangerous than they already were.
challengeKillCybers,Kill Cyberdemons.
challengeKillCybersShort,Massacre Dozens of Cyberdemons.
challengeKillCybersDesc,"Cyberdemons are half flesh half mechanical, it takes a lot of firepower to take one down."
challengeFarmingFlowers,Farming Flowers
challengeFarmingFlowersShort,Harvest some Goldenrod and Chrysanthemum.
challengeFarmingFlowersDesc,"[DECEA3]Chrysanthemum Flowers[-] can be harvested from [DECEA3]Chrysanthemum Plants[-]. [DECEA3]Chrysanthemum Flowers[-] are used in some recipes at the [DECEA3]Campfire[-], like [DECEA3]Red Tea[-], which grants an [DECEA3]Efficient Digestion[-] buff that makes [DECEA3]Food[-] and [DECEA3]Drink[-] last longer when consumed.\n\n[DECEA3]Goldenrod Flowers[-] are a flowering plant with vibrant, golden-yellow blooms. [DECEA3]Goldenrod Flowers[-] are used in some recipes at the [DECEA3]Campfire[-], like [DECEA3]Goldenrod Tea[-], which is used to treat [DECEA3]Dysentery[-]."
challengeFarmingCotton,Farming Cotton
challengeFarmingCottonShort,Harvest some Cotton.
challengeFarmingCottonDesc,[DECEA3]Cotton[-] can be harvested from [DECEA3]Cotton Plants[-]. [DECEA3]Cotton[-] is used in some recipes,like [DECEA3]Snowberry Cream[-] and [DECEA3]Sewing Kits[-].
challengeCraftStimpack,Craft Stimpacks
challengeCraftStimpackShort,Craft some Stimpacks to maintain health.
challengeCraftStimpackDesc,"[DECEA3]Stimpacks[-] are the main source of recovering your lost health, so be mindful of gathering all the resources required to craft as much as possible."
challengeCraftMedikit,Craft Medikits
challengeCraftMedikitShort,Craft some Medikits to maintain health faster.
challengeCraftMedikitDesc,"[DECEA3]Medikits[-] can be used instantly for rapid health recovery in the heat of combat."
challengeHealer2ndDegreeBurn,Heal 2nd Degree Burn
challengeHealer2ndDegreeBurnShort,Treat 2nd Degree Burns
challengeHealer2ndDegreeBurnDesc,"A [DECEA3]2nd Degree Burn[-] is a [DECEA3]Critical Injury[-] inflicted on the player during [DECEA3]Combat[-].\n\n[DECEA3]2nd Degree Burns[-] gradually reduce your [DECEA3]Health[-]."
challenge_reward_campfireitem,48 Snowballs
challenge_reward_300xp,300 XP
challenge_reward_750xp,750 XP

animalRabbit,Not Daisy
animalChicken,Nuggies
demonFormerSoldier,Zombieman (Former Soldier)
EntityLootContainerFormerSoldier,Former Soldier Loot
demonFormerSergeant,Shotgun Guy (Former Sergeant)
EntityLootContainerFormerSergeant,Former Sergeant Loot
demonFormerCommando,Heavy Weapon Dude (Former Commando)
EntityLootContainerFormerCommando,Former Commando Loot
demonFormerSoldierBM,Zombieman (Former Soldier)
EntityLootContainerFormerSoldierBM,Former Soldier Loot
demonFormerSergeantBM,Shotgun Guy (Former Sergeant)
EntityLootContainerFormerSergeantBM,Former Sergeant Loot
demonFormerCommandoBM,Heavy Weapon Dude (Former Commando)
EntityLootContainerFormerCommandoBM,Former Commando Loot
demonDefaultImp,Imp
demonNightmareImp,Nightmare Imp
demonNightmareImpLevel,Nightmare Imp
demonSpectreImp,Spectre Imp
demonPinky,Demon (Pinky)
demonSpectre,Spectre
demonLostSoul,Lost Soul
demonCacodemon,Cacodemon
demonBabyCacodemon,Baby Cacodemon
demonCacodemonSpectre,Cacodemon Spectre
demonHellKnight,Hell Knight
demonBaronOfHell,Baron of Hell
demonPainElemental,Pain Elemental
demonPainElementalSpectre,Pain Elemental Spectre
demonMancubus,Mancubus
demonArchvile,Archvile
demonRevenant,Revenant
demonCyber,Cyberdemon
EntityLootContainerCyberdemon,Cyberdemon Loot

lblContextActionOpen,Extract
